ID Immagine	Testo Naturale	Testo Generato	Correzione Testo Generato	Error Type	Language	image_activity	image_object	image_context	Processed Text	Translated Text	gender_label	old_ID_img
4eb02f20-39cc-4d2d-a980-c9811b500062	What a stunning introduction to the world of AlUla from its UNESCO World Heritage Site Hegra to Elephant Rock, Maraya, the world’s largest mirrored building, to the calm of Daimumah; there really is something for everyone	a map of a desert with mountains	a desert with mountains and a text	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	stunning introduction world alula unesco world heritage site hegra elephant rock maraya world largest mirrored building calm daimumah really something everyone	stunning introduction world alula unesco world heritage site hegra elephant rock maraya world largest mirrored building calm daimumah really something everyone	No_human	i060324VisitSaudi_img_22.png
c4896e5d-f2f6-44ff-bbf7-646b0d6d0de8	If you have ever wished you could see the stars more clearly, then you need to visit Al Gharameel in AlUla. Since this stunning location doesn’t have any light pollution, you can enjoy an uninterrupted stargazing experience that will take your breath away! 🌟	two women standing next to each other looking at a cell phone	two women standing next to each other poiting at the horizon	Evaluation Error	en	static_position	nature&environment	nature	ever wished could see star clearly need visit al gharameel alula since stunning location doesnt light pollution enjoy uninterrupted stargazing experience take breath away	ever wished could see star clearly need visit al gharameel alula since stunning location doesnt light pollution enjoy uninterrupted stargazing experience take breath away	female	i060324VisitSaudi_img_23.png
6b9edd83-f06b-40e7-acc9-256832858434	This fantastic mini vlog shows you just how much there is to see and do in Riyadh, from the heritage of Diriyah to the heights of Kingdom Tower, the beauty of Old Town and even the edge of the world!	a man sitting on a ledge looking at his reflection in a mirror	a woman descending stone steps	Recognition Error	en	sportive	structures&buildings	culture	fantastic mini vlog show much see riyadh heritage diriyah height kingdom tower beauty old town even edge world	fantastic mini vlog show much see riyadh heritage diriyah height kingdom tower beauty old town even edge world	female	i060324VisitSaudi_img_24.png
7893b49b-2bbc-440b-bb6b-d8468f904450	Witness the world's greatest opera in Arabic, produced by the Theater and Performing Arts Commission, and hosted by King Fahad Cultural Centre in Riyadh, from 25th April to 4th May. Zarqa Al Yamama Opera is the first Saudi opera showcasing incredible Saudi and international talents. Reserve your seat today via the link in bio for this timeless tale from the Arabian Peninsula.	a painting of a person laying on a beach	a painting of a person standing in the desert	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	witness world greatest opera arabic produced theater performing art commission hosted king fahad cultural centre riyadh th april th may zarqa al yamama opera first saudi opera showcasing incredible saudi international talent reserve seat today via link bio timeless tale arabian peninsula	witness world greatest opera arabic produced theater performing art commission hosted king fahad cultural centre riyadh th april th may zarqa al yamama opera first saudi opera showcasing incredible saudi international talent reserve seat today via link bio timeless tale arabian peninsula	mixed	o260424_img_0.png
ce3d83ab-bf25-49d0-8147-1ff4266685bf	With its soft white sands and cool blue waters, Farasan Island is one of the most untarnished environments in the world and it is also home to beautiful historical architecture and a few surprises!	a large stone building with a clock on it	a large stone building	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	soft white sand cool blue water farasan island one untarnished environment world also home beautiful historical architecture surprise	soft white sand cool blue water farasan island one untarnished environment world also home beautiful historical architecture surprise	No_human	o260424_img_1.png
ddfd092b-9d86-4105-8ca6-fbba902fbf1b	_anonymized_ and _anonymized_ show off their skills as they discover the stunning cliff diving spots in Jazan!	a man is jumping over a rock on a ledge	a woman is jumping over a rock on a ledge	Evaluation Error	en	sportive	nature&environment	nature	katwthehat dcolturi show skill discover stunning cliff diving spot jazan	katwthehat dcolturi show skill discover stunning cliff diving spot jazan	female	o260424_img_2.png
e587d930-adee-4e84-b7a6-51d968dc5d89	The landscape of AlUla is overflowing with natural wonders that will take your breath away, from its ancient rock formations to its lush oasis walks.	a palm tree in the middle of a jungle	a palm tree in the middle of a desert	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	landscape alula overflowing natural wonder take breath away ancient rock formation lush oasis walk	landscape alula overflowing natural wonder take breath away ancient rock formation lush oasis walk	No_human	o260424_img_3.png
6ff853a7-0689-4a4f-bef7-45518caaba6c	Experience the warm hospitality and serene natural beauty of Rijal Almaa. The charm of the vibrant and colorful traditions of Aseer is sure to leave a lasting impression!	a man sitting on a bed next to a dog	a man sitting on a bed next to a woman	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	experience warm hospitality serene natural beauty rijal almaa charm vibrant colorful tradition aseer sure leave lasting impression	experience warm hospitality serene natural beauty rijal almaa charm vibrant colorful tradition aseer sure leave lasting impression	mixed	o260424_img_4.png
a308bf0c-ee25-4c54-8941-022b457ce8bc	Exploring AlUla from the sky is definitely an experience to add to your bucket list! Soaring above the unique natural landscape and ancient @Unesco world heritage sites is an unforgettable experience!	a large kite is flying over a beach	a large hot-air baloon is flying over a desert	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	exploring alula sky definitely experience add bucket list soaring unique natural landscape ancient unesco world heritage site unforgettable experience	exploring alula sky definitely experience add bucket list soaring unique natural landscape ancient unesco world heritage site unforgettable experience	No_human	o260424_img_5.png
98daac20-962f-4fb5-9756-545171d8d31a	Photo by Visit Saudi in AlUla, Saudi Arabia. May be an image of 1 person, outdoors and text.	a woman is flying a kite on the beach	a woman looking a hot-air baloon flying over a desert	Recognition Error	en	gesture&emotions	art&entertainment	nature	photo visit saudi alula saudi arabia may image person outdoors text	photo visit saudi alula saudi arabia may image person outdoors text	female	o260424_img_6.png
748d6d7c-f7a2-414a-a693-8fc1f8300d73	Did you know that Neom is home to an amazing array of historical monuments and astonishing rock formations? #VisitSaudi #Neom #RockFormations #HistoricalArchitecture	a bird standing on top of a pile of rocks	a man standing in front of a stone building	Evaluation Error	en	static_position	structures&buildings	culture	know neom home amazing array historical monument astonishing rock formation visitsaudi neom rockformations historicalarchitecture	know neom home amazing array historical monument astonishing rock formation visitsaudi neom rockformations historicalarchitecture	male	o260424_img_7.png
c3a0b742-c698-4ab5-94d4-004fead1bef8	When people say there is nothing to do in Saudi……	a statue of a man standing on top of a road	a building in the end of a road	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	people say nothing saudi	people say nothing saudi	No_human	o260424_img_8.png
c94fc429-9769-44b1-aa09-668eb1ed48b2	If you haven’t visited AlUla yet, this is your sign! Come and immerse yourself in the timeless beauty of this destination.	a blurry photo of a blue wall with a blue sky	a blurry photo of a sand wall with a blue sky	Recognition Error	en	not_analyzed	not_analyzed	not_analyzed	havent visited alula yet sign come immerse timeless beauty destination	havent visited alula yet sign come immerse timeless beauty destination	No_human	o260424_img_9.png
2ebb99f8-f808-4440-b5a0-db06e3a204f4	If you are looking for an unforgettable diving trip, then look no further than the untouched coral reefs of Neom. This underwater paradise of abundant marine life and crystal blue waters is guaranteed to surprise you!	an aerial view of a cloudy sky with clouds	an aerial view of a cloudy sky with clouds	No Error	en	not_analyzed	not_analyzed	not_analyzed	looking unforgettable diving trip look untouched coral reef neom underwater paradise abundant marine life crystal blue water guaranteed surprise	looking unforgettable diving trip look untouched coral reef neom underwater paradise abundant marine life crystal blue water guaranteed surprise	No_human	o260424_img_10.png
1246ccac-a098-4c03-b1a7-31cd9675289d	AlUla is a fabulous place for a trip! Its natural and historical wonders, fun activities and top attractions like Maraya, the world’s largest mirrored building, are not to be missed! 📸by _anonymized_.inc	a blurry image of a blue sky with a clear blue sky	a blurry image of a blue sky with a clear blue sky	No Error	en	not_analyzed	not_analyzed	not_analyzed	alula fabulous place trip natural historical wonder fun activity top attraction like maraya world largest mirrored building missed monkeyinc	alula fabulous place trip natural historical wonder fun activity top attraction like maraya world largest mirrored building missed monkeyinc	No_human	o260424_img_11.png
c28ca432-1266-451e-a422-a2eec6394152	Saudi is more than just a desert! Saudi is cool waves, soaring mountains, fresh breezes, cultural experiences and endless adventures! Each region offers something different - which is your favourite?	a small boat in the middle of a body of water	a small boat in the middle of a body of water	No Error	en	not_analyzed	not_analyzed	not_analyzed	saudi desert saudi cool wave soaring mountain fresh breeze cultural experience endless adventure region offer something different favourite	saudi desert saudi cool wave soaring mountain fresh breeze cultural experience endless adventure region offer something different favourite	No_human	o260424_img_12.png
efddbbf3-0cc1-427e-a89f-5bfc7621d432	Experience the warmest of welcomes from the people of Aseer as you discover this unique destination with its amazing climate and soaring mountains #VisitSaudi #Aseer #HeritageVillage #MountainLife #Traditions	a man and woman standing next to each other on a sidewalk	a man and woman standing next to two children on a sidewalk	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	experience warmest welcome people aseer discover unique destination amazing climate soaring mountain visitsaudi aseer heritagevillage mountainlife tradition	experience warmest welcome people aseer discover unique destination amazing climate soaring mountain visitsaudi aseer heritagevillage mountainlife tradition	mixed	o260424_img_13.png
2ceac222-c7e8-4d68-9ef7-210ed96a8f19	Feel the breeze in your hair and the sand in your toes as you walk around the captivating paradise of Saudi’s East Coast!	a person on a beach with a surfboard	a person on a beach	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	feel breeze hair sand toe walk around captivating paradise saudi east coast	feel breeze hair sand toe walk around captivating paradise saudi east coast	mixed	o260424_img_14.png
796dc072-4ae3-4c5e-b2a1-58d41354599e	From day to night, AlUla is the place to find endless fun, beauty and wonder.	a road with a bunch of rocks on top of it	a road with a bunch of rocks on top of it	No Error	en	not_analyzed	not_analyzed	not_analyzed	day night alula place find endless fun beauty wonder	day night alula place find endless fun beauty wonder	No_human	o260424_img_15.png
a79b1945-7471-4fa1-a165-a08baaa5abe2	#Ramadan is here! May the blessings of this month bring you joy, peace and prosperity.	a painting of a bird on a blue background	a white text on a blue background	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	ramadan may blessing month bring joy peace prosperity	ramadan may blessing month bring joy peace prosperity	No_human	o260424_img_16.png
b46f5e7e-7c88-4a30-97c4-79cfc6169c92	Just a glimpse is all you need to fall in love with Saudi. This is a land of unique tourist attractions, delicious cuisines and the warmest of welcomes. This is Saudi!	a large building with a clock tower on top of it	a large building with a tower on top of it	Recognition Error	en	not_analyzed	not_analyzed	not_analyzed	glimpse need fall love saudi land unique tourist attraction delicious cuisine warmest welcome saudi	glimpse need fall love saudi land unique tourist attraction delicious cuisine warmest welcome saudi	No_human	o260424_img_17.png
b99b9dcd-d771-41e9-bbfd-21842dc1197b	From exploring its modern marvels and historical sites, to luxury resorts and endless activities like horse riding, off roading and much more, AlUla has it all! 🎥by _anonymized_ and _anonymized_	a horse running across a sandy beach	a horse running across a sandy desert	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	exploring modern marvel historical site luxury resort endless activity like horse riding roading much alula katerinasmolla smola	exploring modern marvel historical site luxury resort endless activity like horse riding roading much alula katerinasmolla smola	No_human	o260424_img_18.png
1146615f-73c8-4b3a-a260-c758f222d7f1	If off roading and camping under the stars sounds like your perfect trip, head to the north of Saudi for an experience you will never forget! 🎥by _anonymized_	a truck driving down a dirt road next to a mountain	a truck driving down a dirt road next to a mountain	No Error	en	not_analyzed	not_analyzed	not_analyzed	roading camping star sound like perfect trip head north saudi experience never forget hmhdrone	roading camping star sound like perfect trip head north saudi experience never forget hmhdrone	No_human	o260424_img_19.png
bf619a73-3ed7-499d-8fd4-c4b71359a6be	The waters of Yanbu are home to some of the world’s most incredible marine life and untouched coral reefs - it is the ideal place for a Red Sea diving trip! 🎥by _anonymized_	a person jumping in the air with a parachute	a person diving beside rocks in the sea	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	water yanbu home world incredible marine life untouched coral reef ideal place red sea diving trip anoos	water yanbu home world incredible marine life untouched coral reef ideal place red sea diving trip anoos	mixed	o260424_img_20.png
98fcc250-6880-4023-8036-7da6594d14d0	For holiday backdrops that feature thousands of years of history, heritage and stunning archaeological sites, come and explore the cities of Saudi!	a man standing in front of a palm tree	a man standing in front of a palm tree	No Error	en	static_position	nature&environment	nature	holiday backdrop feature thousand year history heritage stunning archaeological site come explore city saudi	holiday backdrop feature thousand year history heritage stunning archaeological site come explore city saudi	male	o260424_img_21.png
cf227356-d46d-4afd-b9c8-ba8ac6b8ad93	Get ready for Rose Season! Do not miss your chance to explore the fields of flowers in Taif and take part in some amazing activities from hiking to paragliding.	a tree with a bunch of leaves on top of it	a tree with a bunch of leaves on top of it	No Error	en	not_analyzed	not_analyzed	not_analyzed	get ready rose season miss chance explore field flower taif take part amazing activity hiking paragliding	get ready rose season miss chance explore field flower taif take part amazing activity hiking paragliding	No_human	o260424_img_22.png
f274e171-916a-4efd-8a71-cd79e43e8acd	Discover Saudi and enjoy the best of both worlds. The mix of modern and historical architecture will always surprise and delight you! 🎥by _anonymized_	a boat that is sitting in the water	rock formations	Recognition Error	en	not_analyzed	not_analyzed	not_analyzed	discover saudi enjoy best world mix modern historical architecture always surprise delight wundiii	discover saudi enjoy best world mix modern historical architecture always surprise delight wundiii	No_human	o260424_img_23.png
9f5ec857-8891-4bad-aaae-b7ad220fcd51	Get ready to be captivated as Saudi opens its doors to tourists from every corner of the world!🌍	a woman standing in front of a green wall	a girl standing	Recognition Error	en	not_analyzed	not_analyzed	not_analyzed	get ready captivated saudi open door tourist every corner world	get ready captivated saudi open door tourist every corner world	No_human	o260424_img_24.png
f3da83e9-c9e2-44cc-8932-1a32934868fd	"Al Qasr Al Farid which means ""Lonely Castle"" is the largest tomb in AlUla and one of the most photographed, and you can probably see why! This towering structure represents thousands of years of history and is a unique, must-see marvel"	a man standing on top of a sandy beach	a man standing on top of a sandy desert	Evaluation Error	en	static_position	miscellaneous	nature	al qasr al farid mean lonely castle largest tomb alula one photographed probably see towering structure represents thousand year history unique mustsee marvel	al qasr al farid mean lonely castle largest tomb alula one photographed probably see towering structure represents thousand year history unique mustsee marvel	male	o260424_img_25.png
7d1a2923-f097-4e10-88ac-a5d5b25826e4	On your trip to Riyadh don't miss out on the places that make Saudi unique - from our historical sites to our exciting entertainment. Make sure to take it all in!	a stone wall with a statue of a giraffe on top of it	a stone wall with decorations	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	trip riyadh dont miss place make saudi unique historical site exciting entertainment make sure take	trip riyadh dont miss place make saudi unique historical site exciting entertainment make sure take	No_human	o260424_img_26.png
b725f022-56de-4699-83e0-ecf7476a1bee	Welcome to #AlUla – Where the beauty of an ancient oasis awaits, a blend of history, art, and culture. Start your journey now! #VisitSaudi #ExperienceAlUla #ForeverRevitalising	a mountain range with a bunch of animals on top of it	a mountain range	Recognition Error	en	not_analyzed	not_analyzed	not_analyzed	welcome alula beauty ancient oasis awaits blend history art culture start journey visitsaudi experiencealula foreverrevitalising	welcome alula beauty ancient oasis awaits blend history art culture start journey visitsaudi experiencealula foreverrevitalising	No_human	o260424_img_27.png
a583ecfa-dc94-47bd-80f2-48e7769de7f8	If you have been looking for a reason to visit AlUla, this mini vlog by _anonymized_ will give you more than one!	a woman sitting at a table in front of a rock formation	a woman sitting at a table in front of a rock formation	No Error	en	not_analyzed	not_analyzed	not_analyzed	looking reason visit alula mini vlog bellatheglobetrotter give one	looking reason visit alula mini vlog bellatheglobetrotter give one	No_human	o260424_img_28.png
d8f9772f-8508-48ff-8770-cc9833727249	There is something so unique about Aseer, with its inviting climate, beautiful landscapes and endless range of activities - Omar and Aya certainly enjoyed their visit - so make sure to follow in their footsteps!	a person in a canoe paddling in the water	a person in a canoe paddling in the water	No Error	en	not_analyzed	not_analyzed	not_analyzed	something unique aseer inviting climate beautiful landscape endless range activity omar aya certainly enjoyed visit make sure follow footstep	something unique aseer inviting climate beautiful landscape endless range activity omar aya certainly enjoyed visit make sure follow footstep	mixed	o260424_img_29.png
e56597ea-4187-4e7a-bb31-c2ee739a856d	Al Asfar Lake is a nature reserve and one of the region’s most important wetland shallow lakes. With its sandy shores and amazing wildlife, it offers the perfect family day out in Al Ahsa!	two young girls walking down a beach next to a body of water	two young girls walking down a beach next to a body of water	No Error	en	sportive	nature&environment	nature	al asfar lake nature reserve one region important wetland shallow lake sandy shore amazing wildlife offer perfect family day al ahsa	al asfar lake nature reserve one region important wetland shallow lake sandy shore amazing wildlife offer perfect family day al ahsa	female	o260424_img_30.png
4c1370fc-7cd3-42a9-9d2e-ef6014d3b667	This incredible video by _anonymized_ certainly captures the unique landscape of AlGharameel in AlUla and just how majestic its topography is!	a mountain range with rocks and mountains	a mountain range with rocks and mountains	No Error	en	not_analyzed	not_analyzed	not_analyzed	incredible video viahatem certainly capture unique landscape algharameel alula majestic topography	incredible video viahatem certainly capture unique landscape algharameel alula majestic topography	No_human	o260424_img_31.png
f5125278-5b2d-4649-9854-8539d5ace3fe	No visit to Jeddah is complete without taking a stroll down the streets of AlBalad. Its authentic flavors, smells and sights will take you on a journey through the history of the city!	a city street filled with lots of buildings	a city street filled with lots of buildings	No Error	en	not_analyzed	not_analyzed	not_analyzed	visit jeddah complete without taking stroll street albalad authentic flavor smell sight take journey history city	visit jeddah complete without taking stroll street albalad authentic flavor smell sight take journey history city	No_human	o260424_img_32.png
b90cea73-4636-4aa8-9dc1-281c8f110a5c	With stops in Jeddah, AlUla and Madinah this is a fantastic snapshot of all that you can get up to even in just a short visit to Saudi. Where would you want to go the most?	a person standing on a dirt road with a sign	a woman standing on a desert road next to a sign	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	stop jeddah alula madinah fantastic snapshot get even short visit saudi would want go	stop jeddah alula madinah fantastic snapshot get even short visit saudi would want go	No_human	o260424_img_33.png
99e5a971-7c1a-4d24-850b-235d4efa5c06	Here is your reminder to get ready for Rose Season! Starting in March the fragrant beauty of Taif explodes with color and scents, it is the perfect time to visit!	a woman sitting on a flower pot talking on a cell phone	a woman sitting on a flower pot smelling a flower	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	reminder get ready rose season starting march fragrant beauty taif explodes color scent perfect time visit	reminder get ready rose season starting march fragrant beauty taif explodes color scent perfect time visit	No_human	o260424_img_34.png
a7499353-eb86-475b-a081-7ffd6ee7e330	One of the most enticing aspects of Saudi is undoubtably the diversity of our food! Each meal is filled with delicious traditional flavors and it is the perfect opportunity to relax with friends and savor the moment!	people sitting around a table eating pizza	people sitting around a table eating	Recognition Error	en	not_analyzed	not_analyzed	not_analyzed	one enticing aspect saudi undoubtably diversity food meal filled delicious traditional flavor perfect opportunity relax friend savor moment	one enticing aspect saudi undoubtably diversity food meal filled delicious traditional flavor perfect opportunity relax friend savor moment	mixed	o260424_img_35.png
f6188696-5744-4ee0-acbb-646b2040b36c	Ready for an adventure of a lifetime in the heart of Arabia? 🕌🌴 Watch our latest video to discover the simple steps to obtain your visa and start your journey to unforgettable experiences. 🛂📲🌟 #VisitSaudi #WelcomeToArabia	a sign on the side of a road	a text on the side of a road	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	ready adventure lifetime heart arabia watch latest video discover simple step obtain visa start journey unforgettable experience visitsaudi welcometoarabia	ready adventure lifetime heart arabia watch latest video discover simple step obtain visa start journey unforgettable experience visitsaudi welcometoarabia	No_human	m140324VisitSaudi_img_0.png
0eec001a-b393-427e-806b-c158eb7337e6	Saudi, your unexpected summer getaway! Trust me, it’s a gem waiting to be explored.🤍 _anonymized_	a woman holding a tablet in front of a picture	a woman smiling with a text	Recognition Error	en	gesture&emotions	miscellaneous	city	saudi unexpected summer getaway trust gem waiting explored visitsaudi	saudi unexpected summer getaway trust gem waiting explored visitsaudi	female	m140324VisitSaudi_img_1.png
2dd1cca1-6c94-49be-9309-82313b385ef8	Enjoy the delicious taste of Saudi food, which mixes different flavors and spices.	people sitting around a table eating pizza	people sitting around a table eating	Recognition Error	en	not_analyzed	not_analyzed	not_analyzed	enjoy delicious taste saudi food mix different flavor spice	enjoy delicious taste saudi food mix different flavor spice	mixed	m140324VisitSaudi_img_2.png
e8a0b2c5-481c-43cd-8af1-d0217a360de9	This is #Aseer that enchants every eye!	a woman standing next to a man in front of a wall	a woman standing next to a man in front of a wall	No Error	en	not_analyzed	not_analyzed	not_analyzed	aseer enchants every eye	aseer enchants every eye	mixed	m140324VisitSaudi_img_3.png
f98df44d-bc96-4ab3-817e-e86ccde02008	Discover the coastal paradise in #Umluj! Dive into idyllic shores and explore Saudi's breathtaking coastline! Join us in uncovering this hidden gem! 🌊✨	a sign that is on the side of a boat	a desert	Recognition Error	en	not_analyzed	not_analyzed	not_analyzed	discover coastal paradise umluj dive idyllic shore explore saudi breathtaking coastline join u uncovering hidden gem	discover coastal paradise umluj dive idyllic shore explore saudi breathtaking coastline join u uncovering hidden gem	No_human	m140324VisitSaudi_img_4.png
97c3f7ac-25ef-451d-8a6b-06cfc3af486f	The tranquility and untouched nature of Wadi Disah are just begging to be explored and enjoyed! ​	a woman walking down a dirt road next to palm trees	a woman walking down a dirt road next to palm trees	No Error	en	sportive	nature&environment	nature	tranquility untouched nature wadi disah begging explored enjoyed	tranquility untouched nature wadi disah begging explored enjoyed	female	m140324VisitSaudi_img_5.png
7d8cfb2a-0176-4555-ace9-5ba37f9b4284	The only thing you have to worry about on a trip to AlUla is having enough time to fit it all in! From relaxation to adrenaline, luxury to dining, history to nature, this is a bucket list destination! ​	a beach with a surfboard on top of it	a swimming pool in the desert with rock formations	Recognition Error	en	not_analyzed	not_analyzed	not_analyzed	thing worry trip alula enough time fit relaxation adrenaline luxury dining history nature bucket list destination	thing worry trip alula enough time fit relaxation adrenaline luxury dining history nature bucket list destination	No_human	m140324VisitSaudi_img_6.png
29569bdc-d49a-470b-9343-14959eddaa37	Whatever it is that you love to do the most, you can find it in Riyadh. This breathtaking city has it all, from authentic history to delicious food, endless entertainment to the friendliest locals, who can’t wait to make you feel at home!​	a man holding a sign in front of a beach	a man in front of a bunch of palms	Evaluation Error	en	no_action	nature&environment	nature	whatever love find riyadh breathtaking city authentic history delicious food endless entertainment friendliest local cant wait make feel home	whatever love find riyadh breathtaking city authentic history delicious food endless entertainment friendliest local cant wait make feel home	male	m140324VisitSaudi_img_7.png
51df2a3d-34f6-49e0-9e43-6048790762a8	Enjoy serenity and calm when you escape to the beautiful valley landscape of Wadi Disah. Here you can find the perfect camping spot and plenty of hiking trails amongst the towering mountains that will give you a secluded break from the hustle and bustle of city life!	a mountain range with mountains	a mountain range with mountains	No Error	en	not_analyzed	not_analyzed	not_analyzed	enjoy serenity calm escape beautiful valley landscape wadi disah find perfect camping spot plenty hiking trail amongst towering mountain give secluded break hustle bustle city life	enjoy serenity calm escape beautiful valley landscape wadi disah find perfect camping spot plenty hiking trail amongst towering mountain give secluded break hustle bustle city life	No_human	m140324VisitSaudi_img_8.png
438f4d6b-b376-4e95-b12f-7a09457a55d3	Taking a drive along the golden sands of the Eastern Province is just one of the many activities you can get up to in this beautiful region. With its crystal blue waters and white beaches, this is the ideal place to relax and have fun, on the water and on land! ​	a sign on a beach next to a palm tree	a beach next to a palm tree with a text	Evaluation Error	en	not_analyzed	not_analyzed	not_analyzed	taking drive along golden sand eastern province one many activity get beautiful region crystal blue water white beach ideal place relax fun water land	taking drive along golden sand eastern province one many activity get beautiful region crystal blue water white beach ideal place relax fun water land	No_human	m140324VisitSaudi_img_9.png
6a149de1-befe-4581-b1e1-bc98834de009	Exploring the @unesco Heritage Site of Hegra will give you a sense of just how innovative and talented the Nabateans were at crafting the cities of the past. This is just a snapshot of the mesmerizing beauty and ancient cultures you can explore in AlUla ​	a woman holding a cell phone in front of a rock formation	a woman in front of a rock formation with a text	Evaluation Error	en	no_action	nature&environment	nature	exploring unesco heritage site hegra give sense innovative talented nabateans crafting city past snapshot mesmerizing beauty ancient culture explore alula	exploring unesco heritage site hegra give sense innovative talented nabateans crafting city past snapshot mesmerizing beauty ancient culture explore alula	female	m140324VisitSaudi_img_10.png
ebd22aa4-a236-4b48-9af6-11371148bd49	During April, the endless fields of Taif are alive with the blossoming buds and scents of the famous Taif Roses. Join us during the Rose Season and refresh your senses! #VisitSaudi #Taif #RoseSeason #RosePerfume #MountainLife	a woman holding a pink flower in her hand	a woman holding a pink flower in her hand	No Error	en	gesture&emotions	nature&environment	nature	april endless field taif alive blossoming bud scent famous taif rose join u rose season refresh sens visitsaudi taif roseseason roseperfume mountainlife	april endless field taif alive blossoming bud scent famous taif rose join u rose season refresh sens visitsaudi taif roseseason roseperfume mountainlife	female	m140324VisitSaudi_img_11.png
a450799b-2ef5-4dfa-a0c2-868bdd3e0b45	Photo by Visit Saudi on April 10, 2024. May be an image of 2 people, Saqsaywaman and text that says 'TIANT New Experiences New Memories Explore Aseer during Eid NOW VisitSaudi.com/eid Scudi Welcome LoArabia to Arabia'.	"a woman holding up a sign that reads, ""don't be afraid."""	three people walking in the nature	Recognition Error	en	not_analyzed	not_analyzed	not_analyzed	photo visit saudi april may image people saqsaywaman text say tiant new experience new memory explore aseer eid visitsaudicomeid scudi welcome loarabia arabia	photo visit saudi april may image people saqsaywaman text say tiant new experience new memory explore aseer eid visitsaudicomeid scudi welcome loarabia arabia	mixed	m140324VisitSaudi_img_12.png
786a9249-95cd-43e5-917f-fcd31107e737	Photo by Visit Saudi on April 08, 2024. May be an image of 2 people, magazine, poster and text that says 'ZIA New Experiences New Memories Explore Jeddah during Eid BOOKNOW NOW VisitSaudi.com/eid Saudi Welcome to A Arabia'.	a man and woman standing next to each other on a beach	a man and woman standing next to each other on a beach	No Error	en	not_analyzed	not_analyzed	not_analyzed	photo visit saudi april may image people magazine poster text say zia new experience new memory explore jeddah eid booknow visitsaudicomeid saudi welcome arabia	photo visit saudi april may image people magazine poster text say zia new experience new memory explore jeddah eid booknow visitsaudicomeid saudi welcome arabia	mixed	m140324VisitSaudi_img_13.png
9e38c6db-ef8a-4dbc-97e7-3cefb8434697	Step inside Fatimah’s Museum of Aseeri Women’s Heritage to discover a world of immense beauty, populated with nature’s coloring, authentic historical artifacts and beautiful Al-Qatt Al Aseeri art. ​	a building with a bunch of flowers in it	a building with a bunch of flowers in it	No Error	en	not_analyzed	not_analyzed	not_analyzed	step inside fatimah museum aseeri woman heritage discover world immense beauty populated nature coloring authentic historical artifact beautiful alqatt al aseeri art	step inside fatimah museum aseeri woman heritage discover world immense beauty populated nature coloring authentic historical artifact beautiful alqatt al aseeri art	No_human	m140324VisitSaudi_img_14.png
d2edc90b-2144-43de-b7f6-5dba27adc2c4	Wherever you go in Saudi you can be assured of a warm welcome, but when you travel around you can also experience the unique cultures of each individual region and get the chance to explore its engaging activities and traditions!	a man and a woman standing next to each other	three woman standing next to each other	Evaluation Error	en	static_position	miscellaneous	city	wherever go saudi assured warm welcome travel around also experience unique culture individual region get chance explore engaging activity tradition	wherever go saudi assured warm welcome travel around also experience unique culture individual region get chance explore engaging activity tradition	female	m140324VisitSaudi_img_15.png
d1e64083-c35b-434a-9d3d-ebb923d819a0	For those unforgettable road trip adventures, Neom is one destination that will captivate you with its natural beauty!	a beach scene with rocks and water	a beach scene with rocks and water	No Error	en	not_analyzed	not_analyzed	not_analyzed	unforgettable road trip adventure neom one destination captivate natural beauty	unforgettable road trip adventure neom one destination captivate natural beauty	No_human	m140324VisitSaudi_img_16.png
2a345e73-1d98-4712-b51c-cc43e04e64ce	Did you know that the Red Sea is the natural habitat for the endangered hawksbill turtle? These crystal clear waters are filled with an incredible range of biodiversity that will make any diving trip unforgettable!	a person with a surfboard in their hand	a person diving	Recognition Error	en	not_analyzed	not_analyzed	not_analyzed	know red sea natural habitat endangered hawksbill turtle crystal clear water filled incredible range biodiversity make diving trip unforgettable	know red sea natural habitat endangered hawksbill turtle crystal clear water filled incredible range biodiversity make diving trip unforgettable	mixed	m140324VisitSaudi_img_17.png
